WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha)
35.3,31.2,883.85
32,31.6,987.5
36.2,47.5,1312.15
37.4,46,1229.95
37.2,52.2,1403.23
47.1,63.9,1356.69
44.4,35.5,799.55
70.9,85.1,1200.28
68.6,81,1180.76
50.9,56,1100.2
53.7,62.7,1167.6
48.4,61.8,1276.86
30.8,13.3,431.82
50.1,56.2,1121.76
58.9,69.2,1174.87
69.4,85.9,1237.75
75,110.3,1470.67
62.6,83.8,1338.66
80.4,105.97,1318.03
87.8,122.94,1400.23
29.3,34.89,1190.78
28.8,21.81,757.29
35.7,35.8,1002.8
42.2,54.6,1293.84
41.3,28.8,697.34
58.1,77.78,1338.73
68.7,81.83,1191.12
2,1,500
2,2,1000
2.2,1,454.55
2.1,1.4,666.67
2,1.7,850
1.3,0.9,692.31
2.3,1.5,652.17
3.7,3,810.81
3.2,4.1,1281.25
7.3,11.1,1520.55
7.7,17.5,2272.73
9.5,8.1,852.63
10.2,10.3,1009.8
11.1,11,990.99
12,14.7,1225
16.4,15,914.63
16.2,16.3,1006.17
19.1,24.4,1277.49
21.4,23.2,1084.11
25.4,26.9,1059.06
25,24,960
18,24,1333.33
13,25.6,1969.23
8.7,12.1,1390.8
9.2,12.6,1369.57
10,16.2,1620
9.3,18,1935.48
8.8,16.6,1886.36
9.4,19.5,2074.47
11.2,21.7,1937.5
7.6,16.2,2131.58
6.2,9.9,1596.77
7.3,13.4,1835.62
7.6,15.2,2000
8.4,15,1785.71
8.5,16.6,1952.94
8.5,15.2,1788.24
8.6,17.4,2023.26
9.2,19.4,2108.7
9.9,20.1,2030.3
9.3,19.4,2086.02
10.5,25.1,2390.48
9.6,23.8,2479.17
7.9,17.99,2277.22
8.6,22.84,2655.81
8.5,21.1,2482.35
9.1,19.96,2193.41
16.6,41.7,2512.05
6.8,15.1,2220.59
2,4.5,2250
4.3,9.7,2255.81
2.8,6.5,2321.43
87,33,379.31
79,29,367.09
84.7,27,318.77
83,27.7,333.73
58.8,26.3,447.28
90.7,34.7,382.58
49,7.1,144.9
86.4,40.9,473.38
73.9,48.7,659
92.4,119,1287.88
97.8,75.9,776.07
93.9,85.7,912.67
90.2,88.1,976.72
91.2,65,712.72
80.5,76.5,950.31
96.1,82.2,855.36
91.1,65.1,714.6
109.4,102.7,938.76
83,50.4,607.23
61.4,34.4,560.26
41,29,707.32
54,48,888.89
72.5,84.5,1165.52
76.8,75.4,981.77
78.5,73.2,932.48
58.6,45,767.92
64.3,82.1,1276.83
70,94.1,1344.29
68.6,83.9,1223.03
42.7,47.9,1121.78
51.6,68,1317.83
57.6,47.1,817.71
81.4,114.9,1411.55
77.4,108.7,1404.39
48.1,89.4,1858.63
57.9,76.5,1321.24
61,84.5,1385.25
49.6,64.1,1292.34
55.9,74.6,1334.53
64.8,101.8,1570.99
94.8,176.7,1863.92
73.3,153.4,2092.77
62.4,107.9,1729.17
67.7,128.11,1892.32
106.2,209.98,1977.21
60.6,103.24,1703.63
30.8,24.4,792.21
45.2,67.9,1502.21
37.3,35.4,949.06
43.8,41.6,949.77
103.6,198.4,1915.06
103.1,153.6,1489.82
62,20,322.58
45,18,400
46.2,21,454.55
47.9,20.2,421.71
49.2,13.8,280.49
69.5,28.2,405.76
58.3,8.7,149.23
62,27.3,440.32
56,33.6,600
72.4,66.2,914.36
74.4,48.9,657.26
71.1,47.8,672.29
69,56.6,820.29
63.7,53,832.03
64.4,54,838.51
59.8,49,819.4
58.2,46.9,805.84
69.4,60,864.55
60.5,53.3,880.99
51.6,34.6,670.54
40,24,600
45,34,755.56
52.4,52.7,1005.73
50.4,58.8,1166.67
53,45,849.06
37.9,38.2,1007.92
39.6,42.8,1080.81
46.5,63.5,1365.59
46.5,68.9,1481.72
42.9,62.3,1452.21
48.3,87.8,1817.81
39,31.7,812.82
74.4,102.9,1383.06
86.6,110.6,1277.14
66.7,96,1439.28
73.1,113.3,1549.93
81.5,120.9,1483.44
78,105.4,1351.28
62.4,66.8,1070.51
83.5,112.8,1350.9
102,156.8,1537.25
90.1,173.5,1925.64
54.8,83.8,1529.2
51.8,68.1,1314.67
80.8,136.68,1691.58
75.6,126.73,1676.32
51.2,73.63,1438.09
98.1,97.5,993.88
71.8,51.8,721.45
39.6,21.9,553.03
61.99,97.8,1577.67
67,70.1,1046.27
42,15,357.14
39,10,256.41
41.2,17,412.62
41.5,18.2,438.55
38.9,11.6,298.2
72.7,24.1,331.5
29.5,4.4,149.15
47.2,11.8,250
45.2,23.7,524.34
52.7,40.7,772.3
50.5,28.2,558.42
70.6,49.2,696.88
55,38.9,707.27
48.9,42,858.9
46.9,44.8,955.22
48.2,39.6,821.58
45.2,26.7,590.71
50,32.7,654
38.9,26.7,686.38
33,17.8,539.39
19,8,421.05
21,18,857.14
29,31.1,1072.41
33.1,29.4,888.22
31.9,32.4,1015.67
15.8,9.5,601.27
17.3,16.8,971.1
27.5,28,1018.18
23,23.8,1034.78
25.1,26.4,1051.79
34,40.6,1194.12
28.9,20.8,719.72
40.6,46.3,1140.39
38.7,47.5,1227.39
43,47.1,1095.35
38.2,37.1,971.2
30.9,29.7,961.17
26.2,13.8,526.72
31.9,28,877.74
42.7,45,1053.86
52.4,66.9,1276.72
61.8,89.7,1451.46
65.2,80.3,1231.6
67,91.9,1371.64
63.6,82.54,1297.8
39.8,52.77,1325.88
27.7,27.04,976.17
57.8,57.1,987.89
59.1,40,676.82
48,13.2,275
47.2,79.43,1682.84
53.9,57.59,1068.46
29,11,379.31
25,8,320
22.5,13,577.78
22.7,11.8,519.82
17.9,5.6,312.85
29.3,10.3,351.54
14.6,1.7,116.44
29.6,10.5,354.73
28.5,21.7,761.4
42.6,38.2,896.71
35.1,26.9,766.38
50.8,36.3,714.57
40,31.9,797.5
37.4,35,935.83
34.7,23.5,677.23
41.1,28.8,700.73
39.9,28.7,719.3
48.1,31.6,656.96
36.9,27,731.71
26.2,17.3,660.31
18,9,500
20,15,750
27.4,29.6,1080.29
25.2,26.9,1067.46
24.9,21.5,863.45
17.9,15.3,854.75
21.1,27.9,1322.27
24.2,29.2,1206.61
20.1,24.8,1233.83
21.2,22,1037.74
24.8,31.9,1286.29
22.3,13.8,618.83
29.5,35.9,1216.95
33.4,39.1,1170.66
26.1,28.2,1080.46
26.7,34.7,1299.63
30.4,40.8,1342.11
31.5,43.5,1380.95
31.6,38.5,1218.35
37.7,38.3,1015.92
40.1,49.9,1244.39
22.7,34.5,1519.82
19.8,27,1363.64
19.1,19.77,1035.08
49,82.68,1687.35
31.1,54.05,1737.94
30.4,43.48,1430.26
38.9,43.8,1125.96
39.5,29.2,739.24
22.3,10.1,452.91
60.6,75.7,1249.17
46.1,46,997.83
77,21,272.73
54,15,277.78
50.9,22,432.22
60.3,21,348.26
51.4,15.6,303.5
77.4,24.8,320.41
45.3,6.7,147.9
63.3,20.6,325.43
63.3,40.4,638.23
72.6,79.3,1092.29
65.3,48.3,739.66
67.5,51.7,765.93
68,59.6,876.47
61.9,51,823.91
59.7,37.9,634.84
60.6,47.3,780.53
56.3,40.6,721.14
74.2,67,902.96
52.7,38.9,738.14
45.1,26.8,594.24
26,9,346.15
29,26,896.55
46.8,51.4,1098.29
48.5,54.2,1117.53
49.4,48.1,973.68
29.5,12.8,433.9
34.6,25.9,748.55
50.4,58.2,1154.76
37,31.8,859.46
40.9,40.6,992.67
57.7,62.1,1076.26
69.7,28.4,407.46
69.7,75.2,1078.91
64.5,55.4,858.91
59.9,60.2,1005.01
54.3,49.7,915.29
50.6,54.4,1075.1
48.4,22.9,473.14
52.7,47.4,899.43
69.4,75.7,1090.78
74.2,71.3,960.92
67.2,91,1354.17
68.4,76,1111.11
64.4,67.13,1042.39
75.3,89.27,1185.52
59.4,80.85,1361.11
55.2,58.63,1062.14
61.9,86.1,1390.95
71.3,17.9,251.05
44.1,13.3,301.59
83.2,108.5,1304.09
47.1,31,658.17
31,15,483.87
31,13,419.35
32.9,16,486.32
31.8,13,408.81
29.3,13.8,470.99
40,16.4,410
31.2,12.3,394.23
34.3,19.9,580.17
36.6,30.2,825.14
45.5,46.8,1028.57
44.6,27.4,614.35
45.9,41.3,899.78
49,37.5,765.31
51.8,49,945.95
45.3,37.5,827.81
44.6,42.8,959.64
27.5,18,654.55
46.7,45,963.6
21.2,17.5,825.47
12.2,7.7,631.15
8,5,625
74,5.5,74.32
28.1,35.8,1274.02
27.5,32.9,1196.36
30.3,40.4,1333.33
12.3,12.9,1048.78
22.9,34.3,1497.82
21.2,36.6,1726.41
26.6,56,2105.26
21.8,32.9,1509.17
20.2,38.4,1900.99
17.4,14.7,844.83
35.5,60.5,1704.23
35.5,67,1887.32
21.6,32.3,1495.37
23.7,42.3,1784.81
28.9,52.4,1813.15
30.5,47.8,1567.21
26.5,18.3,690.57
26.1,27,1034.48
58.2,82.5,1417.53
59.3,118.5,1998.31
47.4,70,1476.79
46,93.87,2040.65
53.8,92.74,1723.79
41.1,67.85,1650.85
36.1,53.62,1485.32
59,73.9,1252.54
73.5,95.5,1299.32
60.1,48.8,811.98
103.88,162.4,1563.34
35.92,56.3,1567.37
49,27,551.02
51,20,392.16
49.9,19,380.76
45.4,12.8,281.94
49.9,23,460.92
43.9,19,432.8
42.4,16.2,382.08
29.2,27,924.66
54.7,34.8,636.2
63.4,66.2,1044.16
67.4,49.8,738.87
69.3,49.5,714.29
54,35.6,659.26
57.5,43,747.83
52.4,36.8,702.29
52.6,40,760.46
45.4,29,638.77
51.5,44.8,869.9
37.1,31.4,846.36
34.3,24.3,708.45
30,23,766.67
26,21,807.69
30.6,33.1,1081.7
28.5,25.3,887.72
27.4,29.3,1069.34
9.1,9.5,1043.96
17.6,24.3,1380.68
17.2,25.3,1470.93
21.3,30.9,1450.7
20.4,29.5,1446.08
21.7,35.9,1654.38
22.1,23.3,1054.3
26.2,34.9,1332.06
30,40.2,1340
22.5,26.2,1164.44
25.2,36.8,1460.32
26.6,36.7,1379.7
20.6,26.4,1281.55
6.4,6,937.5
22.5,31.6,1404.44
54.2,97.9,1806.27
83.1,201.9,2429.6
50.4,71.2,1412.7
50.7,120.13,2369.43
59.7,125.06,2094.81
36.8,61.19,1662.77
36.8,61.01,1657.88
50.8,75.4,1484.25
49.2,66.6,1353.66
44.5,38.7,869.66
50.4,81.7,1621.03
25.5,37,1450.98
45,28,622.22
38,20,526.32
35,14,400
34.8,13.5,387.93
32,16.1,503.13
33.2,15.4,463.86
34.5,14.1,408.7
36.2,18.2,502.76
37.9,30.3,799.47
43.8,51.2,1168.95
43,32.2,748.84
41.8,39.2,937.8
42,37.8,900
52.7,49,929.79
51.4,40.2,782.1
53.1,39.1,736.35
45.5,31.3,687.91
52.9,53.2,1005.67
47.6,44.4,932.77
40,27.5,687.5
34,27,794.12
32,25,781.25
33.5,43.6,1301.49
30.1,32.8,1089.7
30.8,36.5,1185.06
11.1,12.8,1153.15
16.8,21.9,1303.57
12.2,17.6,1442.62
15.8,22.9,1449.37
15.4,21.4,1389.61
15.5,24.4,1574.19
16.5,13,787.88
19.2,24.7,1286.46
21.7,35,1612.9
13.4,17,1268.66
11.3,15,1327.43
11.1,11.5,1036.04
11.6,14.4,1241.38
10.3,12,1165.05
17,23.3,1370.59
25.4,42.5,1673.23
53.7,101.5,1890.13
45.4,63,1387.67
49.3,97.27,1973.02
54.7,105.37,1926.33
32.5,58.87,1811.38
36.1,71.51,1980.89
42,65,1547.62
66.4,87.2,1313.25
68,69.3,1019.12
73.6,111.9,1520.38
39.3,69.4,1765.9
17,5,294.12
15,6,400
15,4,266.67
13.5,5.1,377.78
15.8,7.7,487.34
14.9,7.1,476.51
16.4,6.5,396.34
24.9,13.6,546.18
23.1,18.2,787.88
30,33.8,1126.67
28.3,27.3,964.66
28.6,26.8,937.06
29,26.2,903.45
25.9,24,926.64
24.3,25.5,1049.38
26.6,27.7,1041.35
21.8,19.4,889.91
23.7,27.3,1151.9
15.2,13.1,861.84
15,12.7,846.67
16,15,937.5
12,10,833.33
20.6,20.7,1004.85
17.6,22.5,1278.41
19.2,25.3,1317.71
10.1,10.3,1019.8
16.9,22.7,1343.2
17,27.8,1635.29
18.2,28.1,1543.96
19.4,22.1,1139.18
20.4,30.1,1475.49
19.1,8.9,465.97
21.1,25.5,1208.53
24.2,28.8,1190.08
17.1,18.9,1105.26
17.1,19.6,1146.2
17.6,18.6,1056.82
17.6,20.8,1181.82
5.1,5,980.39
15.9,15.8,993.71
33.1,37.6,1135.95
45.6,82.2,1802.63
38,41.2,1084.21
18,19.96,1108.89
41.7,61.4,1472.42
34.1,58.45,1714.08
36.1,64.59,1789.2
34.5,30.7,889.86
29.1,26.8,920.96
35.6,37.6,1056.18
60.2,77.9,1294.02
12.8,13,1015.62
38,17,447.37
40,13,325
35.7,18,504.2
34,11.8,347.06
35.4,12.9,364.41
34.7,16.2,466.86
33.1,14.3,432.02
39.3,18.5,470.74
38.5,47.6,1236.36
42.9,43,1002.33
42.4,35,825.47
41.6,41.8,1004.81
47,37.7,802.13
45.4,37,814.98
37.9,48.7,1284.96
37.2,37.9,1018.82
36.7,44.1,1201.63
36.7,46.4,1264.31
32.6,33.1,1015.34
29,26.7,920.69
27,23,851.85
22,15,681.82
22.7,23.1,1017.62
22.8,24.8,1087.72
21,20,952.38
17.4,21.5,1235.63
16.8,19.4,1154.76
14.1,16.8,1191.49
19.1,27.1,1418.85
19.7,23.7,1203.05
15.9,23.5,1477.99
16.4,5.1,310.98
19.1,20.7,1083.77
21,25.5,1214.29
19.3,22.5,1165.8
18.9,24.7,1306.88
19.9,24.1,1211.06
20.7,25,1207.73
15.5,18.1,1167.74
19,24,1263.16
25.3,37.5,1482.21
27.7,47.5,1714.8
19.2,25,1302.08
23.5,32.43,1380
29.5,49.01,1661.36
23.1,34.43,1490.48
23.7,36.05,1521.1
25.7,33.7,1311.28
13.7,19.9,1452.55
13.2,15.6,1181.82
14.5,22,1517.24
14.82,21.9,1478.13
70,32,457.14
69,28,405.8
68.7,26,378.46
64,20.4,318.75
62.6,26.9,429.71
63.7,34.9,547.88
59.9,21.2,353.92
70.8,36.9,521.19
66.7,43.8,656.67
79.5,71.8,903.14
77.5,48.8,629.68
79,53.9,682.28
82.5,49.2,596.36
80.9,66,815.82
76.2,48.6,637.8
78.8,59.5,755.08
76.1,51,670.17
78.9,62.4,790.87
72.1,64.7,897.36
70.7,48.7,688.83
69,54,782.61
57,41,719.3
57.8,57.5,994.81
50.3,48.6,966.2
51,47.5,931.37
37.9,27.7,730.87
40.7,37.8,928.75
56.1,67.4,1201.43
56.6,79.2,1399.29
50.4,61,1210.32
50.6,60.2,1189.72
57.9,21.1,364.42
61.7,67.9,1100.49
62.6,70.9,1132.59
32.4,33.4,1030.86
30.6,32.9,1075.16
31,32.5,1048.39
35,43.2,1234.29
31.8,34.7,1091.2
50.2,55.8,1111.55
63.9,74.2,1161.19
67.2,97.8,1455.36
40.7,46,1130.22
57,76.73,1346.14
75.2,115.73,1538.96
79,116.41,1473.54
80.2,124.79,1555.99
86.2,83.1,964.04
88.5,110.6,1249.72
92.6,93.9,1014.04
135.9,232.6,1711.55
135.2,244.4,1807.65
32,10,312.5
33,7,212.12
33.1,15,453.17
33.9,12.8,377.58
28.9,13.8,477.51
32.6,13.7,420.25
32.6,10.2,312.88
31.4,13.8,439.49
37.4,18.4,491.98
41.1,29.6,720.19
37.3,19.6,525.47
38.4,24.9,648.44
37.5,15.7,418.67
28.5,15,526.32
30.6,20.5,669.93
30.3,18.9,623.76
28.8,18.1,628.47
30.4,21.7,713.82
23,11.3,491.3
31.6,16.5,522.15
31,16,516.13
35,17,485.71
31,21,677.42
24.7,13.8,558.7
24,11,458.33
19,11.7,615.79
16.3,11.1,680.98
22.4,23.1,1031.25
26.9,28.3,1052.04
24.3,18.9,777.78
22,20.9,950
19.3,6.5,336.79
21.1,14.7,696.68
21.8,16.5,756.88
14.6,10,684.93
15.1,14,927.15
14.4,10,694.44
13.7,12.5,912.41
8.1,5.9,728.4
13.9,11.8,848.92
16.4,14.3,871.95
18.2,18.7,1027.47
8.8,7.1,806.82
12,12,1000
14.2,14.44,1016.9
13.7,14.22,1037.96
13.7,16.54,1207.3
13.6,14.7,1080.88
13.8,15.4,1115.94
13.1,13.4,1022.9
12.9,15.9,1232.56
13.19,15.1,1145.07
39,14,358.97
37,12,324.32
37.8,15,396.83
37.8,16.6,439.15
34.2,14.6,426.9
35.3,19.6,555.24
35.7,14.3,400.56
40.7,18.3,449.63
38.1,24.5,643.04
44.4,33.4,752.25
41.2,19.7,478.16
38.9,23.4,601.54
39.4,20.5,520.3
41.6,30,721.15
39.4,19.6,497.46
40.3,20.6,511.17
40.6,19.6,482.76
40.9,26.5,647.92
35.3,16.6,470.25
35.4,19.8,559.32
34,18,529.41
33,19,575.76
30.2,24.8,821.19
28.6,20.6,720.28
29.2,16.7,571.92
20.3,10.4,512.32
21.3,17.1,802.82
29.8,26.3,882.55
31.6,32,1012.66
30.9,22.3,721.68
28,20.8,742.86
22.8,8.5,372.81
34,22,647.06
35.2,24.8,704.55
23.9,15.8,661.09
25.5,20.1,788.24
21.4,12.8,598.13
32.4,20.2,623.46
21.9,12.3,561.64
30.5,22.9,750.82
35.3,26.1,739.38
37.4,35.9,959.89
30.9,28.3,915.86
26.8,17.61,657.09
35.4,37.83,1068.64
22.8,27.88,1222.81
22.9,27.32,1193.01
26.1,29.3,1122.61
25.4,19,748.03
21.8,16.9,775.23
20.8,26.3,1264.42
18.66,20.9,1120.22
103,74,718.45
109,95,871.56
85.2,54,633.8
62.3,70.2,1126.81
131.8,104.6,793.63
86.4,101.3,1172.45
51.5,44.9,871.84
137,125.7,917.52
50,60.9,1218
115.3,100.1,868.17
118.2,70.6,597.29
95.8,75.5,788.1
106.3,106.4,1000.94
106,79.7,751.89
91.8,91.6,997.82
36.2,69.1,1908.84
38,71.5,1881.58
106.5,89.2,837.56
97.7,110.4,1129.99
80.1,77.8,971.29
39,62,1589.74
20,31,1550
108.9,125,1147.84
87.2,81.8,938.07
76.34,106.57,1395.99
81.3,97.55,1199.85
85.32,96.01,1125.24
88.08,99.96,1134.88
143.9,151.7,1054.2
116.17,104.18,896.77
96.74,126.92,1312.02
112.35,123.34,1097.81
92.3,123.52,1338.15
94.97,124.24,1308.17
58.18,98.6,1694.67
80.33,112.35,1398.57
94.96,128.96,1358.03
134.91,223.61,1657.43
139.94,264.55,1890.53
122.87,237.68,1934.47
148.62,276.63,1861.27
176.04,359.2,2040.44
160.15,243.69,1521.6
108.67,260.77,2399.68
251.58,616.75,2451.49
210.51,542.46,2576.89
196.68,509.16,2588.79
191.96,462.84,2411.15
208.39,433.77,2081.54
135.17,341.19,2524.09
164.55,387.99,2357.82
169.62,391.38,2307.33
11,10,909.09
14,16,1142.86
16,22,1375
12.4,19.4,1564.52
22.4,45.2,2017.86
19.4,27.7,1427.84
14.2,23.5,1654.93
13,25.6,1969.23
7,11.7,1671.43
8.4,15.7,1869.05
12.1,20.3,1677.69
13.2,26.6,2015.15
20.5,44.6,2175.61
30.7,65.5,2133.55
28.1,62.7,2231.32
35.5,105.5,2971.83
42.3,150.7,3562.65
44.8,126.3,2819.2
22.7,51.4,2264.32
12.2,27.8,2278.69
12,27,2250
5,9,1800
34,107.2,3152.94
16.9,29.8,1763.31
20.7,59.7,2884.06
13.1,34.1,2603.05
21.4,57.8,2700.93
16.5,36.9,2236.36
35.4,121.7,3437.85
21.6,67.9,3143.52
28.8,71.6,2486.11
16.6,47.9,2885.54
18.6,55.4,2978.49
8.4,18.5,2202.38
3.9,8.7,2230.77
5.4,14.5,2685.19
6.5,15.9,2446.15
11.6,37.9,3267.24
19.1,60.9,3188.48
27,88.3,3270.37
27.8,92.7,3334.53
46.7,181.7,3890.79
39.3,112,2849.87
9.1,27.3,3000
55,208.2,3785.45
32.3,116.1,3594.43
5.4,15.4,2851.85
17.96,70.55,3928.17
4.32,14.46,3347.22
7.31,22.73,3109.44
12.4,42.31,3413.88
8.04,30.9,3842.68
41,52,1268.29
44,63,1431.82
48.7,53,1088.3
48.8,70.3,1440.57
55,89.5,1627.27
53.3,76.9,1442.78
46.3,72,1555.08
50.7,85.1,1678.5
42.4,70,1650.94
52,110.9,2132.69
55.6,107.8,1938.85
53.4,99.1,1855.81
47.6,115.6,2428.57
52.1,107.6,2065.26
49.6,107.9,2175.4
43.8,101.7,2321.92
41.6,104.3,2507.21
48.4,103.3,2134.3
41.9,107.4,2563.25
40,76.1,1902.5
40.1,83.1,2072.32
25,50,2000
35.2,97,2755.68
32.2,67.6,2099.38
41.2,105.1,2550.97
41.8,102.1,2442.58
44.6,102.9,2307.18
49.3,113.6,2304.26
51,159,3117.65
46.8,116.1,2480.77
49.1,135.6,2761.71
48.6,129.7,2668.72
50.1,146.3,2920.16
48.9,113.7,2325.15
46.7,118.3,2533.19
50.3,136.5,2713.72
50,106.5,2130
48.6,132,2716.05
39,94.6,2425.64
46.3,123.1,2658.75
68.1,170.5,2503.67
83,237,2855.42
56.2,118.2,2103.2
65,178.9,2752.31
92.9,280.2,3016.15
89,242.1,2720.22
92.9,270.8,2914.96
93.16,290.34,3116.57
88.03,272.84,3099.4
81.48,240.79,2955.2
75.86,226.49,2985.68
73.97,224.22,3031.05
14.8,11.3,763.51
16,19,1187.5
10,12,1200
11.9,15.7,1319.33
22.3,25.9,1161.43
11,15.7,1427.27
10,7.5,750
19,18.2,957.89
11.8,11.9,1008.47
28.9,28.6,989.62
30.6,21.7,709.15
21.1,16.1,763.03
21.7,21.5,990.78
21.8,12.2,559.63
23.7,17,717.3
20.2,16.7,826.73
26.2,18.6,709.92
31.7,22.3,703.47
20.1,23.6,1174.13
17,15.2,894.12
13,14,1076.92
6,6,1000
32.5,24.6,756.92
28.4,19.7,693.66
24.7,21,850.2
12.8,14.7,1148.44
16.9,18.5,1094.67
17,19.1,1123.53
19,18,947.37
14.5,13.2,910.34
20,15.3,765
18.6,17.3,930.11
18.8,16.6,882.98
13.5,15.2,1125.93
8.1,13.4,1654.32
11,14.5,1318.18
20.2,21.3,1054.46
20.4,26.7,1308.82
23.6,34,1440.68
19.1,29.2,1528.8
19.6,24.9,1270.41
20.7,42.6,2057.97
23.3,34.2,1467.81
20.6,34.7,1684.47
20.8,46.9,2254.81
26.3,59.5,2262.36
27,54.6,2022.22
24.89,47.38,1903.58
31.24,50.81,1626.44
24.33,43.03,1768.6
22.73,32.78,1442.15
19.8,38.85,1961.62
7,6,857.14
8,9,1125
7.9,11,1392.41
9.6,12.8,1333.33
12.6,14.6,1158.73
10.8,15.4,1425.93
11.3,18.2,1610.62
12.2,23.6,1934.43
13.4,21.9,1634.33
15.5,28.1,1812.9
13.5,20.9,1548.15
12.4,24,1935.48
21.7,41,1889.4
17.2,33.3,1936.05
18.2,38.5,2115.38
17.9,35.7,1994.41
18,47.9,2661.11
17.9,44.4,2480.45
17.3,40.8,2358.38
14.9,33,2214.77
12,23,1916.67
9,17,1888.89
17.3,40.1,2317.92
14.9,31.5,2114.09
13.8,29.6,2144.93
13.4,31.4,2343.28
14.3,30.3,2118.88
15.8,33.8,2139.24
14,32,2285.71
15.7,26.9,1713.38
17.2,37.5,2180.23
18.7,37.8,2021.39
15.5,33,2129.03
15.1,31.8,2105.96
13.9,30.5,2194.24
16.6,33.6,2024.1
19.6,41.9,2137.76
19.5,38.7,1984.62
18.8,36,1914.89
15.7,35.4,2254.78
23.5,52.9,2251.06
30.1,77.7,2581.4
24.4,55.3,2266.39
20.1,51.5,2562.19
47.5,132.6,2791.58
47.2,128.4,2720.34
36.5,125,3424.66
29.45,71.62,2431.92
25.03,60.46,2415.5
27.45,72.99,2659.02
22.41,58.86,2626.55
20.58,55.12,2677.97
25,22,880
25,33,1320
27.7,29,1046.93
24.3,55.9,2300.41
23.3,35.7,1532.19
22.6,29.5,1305.31
15,17.4,1160
23.2,39.8,1715.52
16.7,31.6,1892.22
19.8,48.8,2464.65
22.4,60.1,2683.04
27.8,71.9,2586.33
22.8,54.8,2403.51
29.5,79.5,2694.92
45.7,85.5,1870.9
53.1,113.9,2145.01
42.1,120.2,2855.11
42.3,110.4,2609.93
27.9,60.6,2172.04
22,38.3,1740.91
16.8,34.3,2041.67
4,5,1250
43.9,106.5,2425.97
67.3,133.2,1979.2
22.3,43.1,1932.74
19.8,43.3,2186.87
19.7,42.7,2167.51
13.8,29.5,2137.68
15,34,2266.67
8.3,17,2048.19
20,32.3,1615
17.5,39.6,2262.86
17.2,38.3,2226.74
6.4,18.4,2875
0.8,1.8,2250
5.6,11.8,2107.14
11,25.5,2318.18
14,34.3,2450
9,17,1888.89
31.7,91,2870.66
33.3,93,2792.79
49.5,160,3232.32
33.9,88,2595.87
5.4,13.5,2500
31.7,92.9,2930.6
9.7,28.7,2958.76
2.4,7.9,3291.67
27.44,95.98,3497.81
10.14,23.48,2314.62
12.18,34.65,2845.66
15.15,45.92,3030.81
18.87,60.08,3184.76
2,2,1000
3,3,1000
2.6,4,1538.46
2.8,3.7,1321.43
3.5,4,1142.86
3.6,5.1,1416.67
4.4,7.3,1659.09
4.8,10.1,2104.17
4.7,7.8,1659.57
4.3,8.1,1883.72
4.2,7,1666.67
4.4,8.8,2000
6,13.2,2200
5.6,10.9,1946.43
4.5,10.1,2244.44
3.9,11,2820.51
2.7,6.3,2333.33
2.8,7.3,2607.14
2.8,7.8,2785.71
3.7,7,1891.89
2.4,4,1666.67
2,3,1500
2.6,7.2,2769.23
2.1,4.9,2333.33
2.6,6.5,2500
2.5,6.6,2640
2.2,5.6,2545.45
2.2,4.9,2227.27
2.2,6.7,3045.45
3,7.7,2566.67
1.6,4.5,2812.5
1.8,4.8,2666.67
1.7,4.6,2705.88
1.4,3.4,2428.57
1.2,2.8,2333.33
1.2,3.1,2583.33
1.2,2.6,2166.67
1.2,2.4,2000
0.8,2.2,2750
1.1,2.9,2636.36
0.9,2.7,3000
0.6,1.9,3166.67
0.6,1.4,2333.33
1,2.5,2500
0.6,1.9,3166.67
0.5,1.7,3400
0.5,1.4,2800
0.3,1,3333.33
0.31,0.87,2806.45
0.17,0.43,2529.41
0.16,0.42,2729.03
0.19,0.6,3077.32
0,0,0
0,0,0
0,0,0
0,0,0
0.1,0.1,1000
0.1,0.1,1000
0,0,0
0.1,0.1,1000
0.1,0.1,1000
0.1,0.2,2000
0,0,0
0.1,0.1,1000
0.1,0,0
0,0,0
0.3,0.2,666.67
0,0,0
0,0,0
0,0,0
0.1,0.1,1000
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.1,0.2,2000
0,0,0
0.1,0.1,1000
0.1,0.3,3000
0,0,0
0.1,0.1,1000
0.1,0.2,2000
0.2,0.4,2000
0.1,0.4,4000
0.1,0.3,3000
0.1,0.2,2000
0.1,0.3,3000
0.1,0.2,2000
0,0,0
0.1,0.4,4000
0.2,0.5,2500
0.3,0.9,3000
0.4,1.4,3500
0.7,1.7,2428.57
0.8,2.2,2750
2.4,8.1,3375
4.4,13.9,3159.09
3.8,11.3,2973.68
2.64,8.69,3291.67
2.56,4,1562.5
2.51,3.71,1478.09
2.15,3.2,1486.31
2.26,1.81,799.29
15,14,933.33
33,43,1303.03
25.4,28,1102.36
18.2,21.7,1192.31
30.7,53.8,1752.44
19.9,29.8,1497.49
9.2,15.1,1641.3
5.5,11.4,2072.73
2.3,3.9,1695.65
23.9,38.2,1598.33
22,33.7,1531.82
19.9,36.7,1844.22
20.8,41.1,1975.96
35,57.6,1645.71
34.9,75.3,2157.59
33.9,78.5,2315.63
35.3,84,2379.6
36.8,87,2364.13
32.5,54.2,1667.69
11,17.7,1609.09
6.6,13.1,1984.85
1,1,1000
31.2,68.8,2205.13
23,46.5,2021.74
